"","V1","V2","V3"
"659",1,1,"Baseline (RR Mean)"
"660",1,1,"Baseline (RR Mean)"
"661",1,1,"Baseline (RR Mean)"
"662",1,1,"Baseline (RR Mean)"
"663",1,1,"Baseline (RR Mean)"
"664",1,1,"Baseline (RR Mean)"
"665",1,1,"Baseline (RR Mean)"
"666",1,1,"Baseline (RR Mean)"
"667",1,1,"Baseline (RR Mean)"
"668",1,1,"Baseline (RR Mean)"
"669",1,1,"Baseline (RR Mean)"
"670",1,1,"Baseline (RR Mean)"
"671",1,1,"Baseline (RR Mean)"
"672",1,1,"Baseline (RR Mean)"
"673",1,1,"Baseline (RR Mean)"
"674",1,1,"Baseline (RR Mean)"
"675",1,1,"Baseline (RR Mean)"
"676",1,1,"Baseline (RR Mean)"
"677",1,1,"Baseline (RR Mean)"
"678",1,1,"Baseline (RR Mean)"
"679",1,1,"Baseline (RR Mean)"
"680",1,1,"Baseline (RR Mean)"
"681",1,1,"Baseline (RR Mean)"
"682",1,1,"Baseline (RR Mean)"
"683",1,1,"Baseline (RR Mean)"
"684",1,1,"Baseline (RR Mean)"
"685",1,1,"Baseline (RR Mean)"
"686",1,1,"Baseline (RR Mean)"
"687",1,1,"Baseline (RR Mean)"
"688",1,1,"Baseline (RR Mean)"
"689",1,1,"Baseline (RR Mean)"
"690",1,1,"Baseline (RR Mean)"
"691",1,1,"Baseline (RR Mean)"
"692",1,1,"Baseline (RR Mean)"
"693",1,1,"Baseline (RR Mean)"
"694",1,1,"Baseline (RR Mean)"
"695",1,1,"Baseline (RR Mean)"
"696",1,1,"Baseline (RR Mean)"
"697",1,1,"Baseline (RR Mean)"
"698",1,1,"Baseline (RR Mean)"
"699",1,1,"Baseline (RR Mean)"
"700",1,1,"Baseline (RR Mean)"
"701",1,1,"Baseline (RR Mean)"
"702",1,1,"Baseline (RR Mean)"
"703",1,1,"Baseline (RR Mean)"
"704",1,1,"Baseline (RR Mean)"
"705",1,1,"Baseline (RR Mean)"
"706",1,1,"Baseline (RR Mean)"
"707",1,1,"Baseline (RR Mean)"
"708",1,1,"Baseline (RR Mean)"
"709",1,1,"Baseline (RR Mean)"
"710",1,1,"Baseline (RR Mean)"
"711",1,1,"Baseline (RR Mean)"
"712",1,1,"Baseline (RR Mean)"
"713",1,1,"Baseline (RR Mean)"
"714",1,1,"Baseline (RR Mean)"
"715",1,1,"Baseline (RR Mean)"
"716",1,1,"Baseline (RR Mean)"
"717",1,1,"Baseline (RR Mean)"
"718",1,1,"Baseline (RR Mean)"
"719",1,1,"Baseline (RR Mean)"
"720",1,1,"Baseline (RR Mean)"
"721",1,1,"Baseline (RR Mean)"
"722",1,1,"Baseline (RR Mean)"
"723",1,1,"Baseline (RR Mean)"
"724",1,1,"Baseline (RR Mean)"
"725",1,1,"Baseline (RR Mean)"
"726",1,1,"Baseline (RR Mean)"
"727",1,1,"Baseline (RR Mean)"
"728",1,1,"Baseline (RR Mean)"
"729",1,1,"Baseline (RR Mean)"
"730",1,1,"Baseline (RR Mean)"
"731",1,1,"Baseline (RR Mean)"
"732",1,1,"Baseline (RR Mean)"
"733",1,1,"Baseline (RR Mean)"
"734",1,1,"Baseline (RR Mean)"
"735",1,1,"Baseline (RR Mean)"
"736",1,1,"Baseline (RR Mean)"
"737",1,1,"Baseline (RR Mean)"
"738",1,1,"Baseline (RR Mean)"
"739",1,1,"Baseline (RR Mean)"
"740",1,1,"Baseline (RR Mean)"
"741",1,1,"Baseline (RR Mean)"
"742",1,1,"Baseline (RR Mean)"
"743",1,1,"Baseline (RR Mean)"
"744",1,1,"Baseline (RR Mean)"
"745",1,1,"Baseline (RR Mean)"
"746",1,1,"Baseline (RR Mean)"
"747",1,1,"Baseline (RR Mean)"
"748",1,1,"Baseline (RR Mean)"
"749",1,1,"Baseline (RR Mean)"
"750",1,1,"Baseline (RR Mean)"
"751",1,1,"Baseline (RR Mean)"
"752",1,1,"Baseline (RR Mean)"
"753",1,1,"Baseline (RR Mean)"
"754",1,1,"Baseline (RR Mean)"
"755",1,1,"Baseline (RR Mean)"
"756",1,1,"Baseline (RR Mean)"
"757",1,1,"Baseline (RR Mean)"
"758",1,1,"Baseline (RR Mean)"
"759",1,1,"Baseline (RR Mean)"
"760",1,1,"Baseline (RR Mean)"
"761",1,1,"Baseline (RR Mean)"
"762",1,1,"Baseline (RR Mean)"
"763",1,1,"Baseline (RR Mean)"
"764",1,1,"Baseline (RR Mean)"
"765",1,1,"Baseline (RR Mean)"
"766",1,1,"Baseline (RR Mean)"
"767",1,1,"Baseline (RR Mean)"
"768",1,1,"Baseline (RR Mean)"
"769",1,1,"Baseline (RR Mean)"
"770",1,1,"Baseline (RR Mean)"
"771",1,1,"Baseline (RR Mean)"
"772",1,1,"Baseline (RR Mean)"
"773",1,1,"Baseline (RR Mean)"
"774",1,1,"Baseline (RR Mean)"
"775",1,1,"Baseline (RR Mean)"
"776",1,1,"Baseline (RR Mean)"
"777",1,1,"Baseline (RR Mean)"
"778",1,1,"Baseline (RR Mean)"
"779",1,1,"Baseline (RR Mean)"
"780",1,1,"Baseline (RR Mean)"
"781",1,1,"Baseline (RR Mean)"
"782",1,1,"Baseline (RR Mean)"
"783",1,1,"Baseline (RR Mean)"
"784",1,1,"Baseline (RR Mean)"
"785",1,1,"Baseline (RR Mean)"
"786",1,1,"Baseline (RR Mean)"
"787",1,1,"Baseline (RR Mean)"
"788",1,1,"Baseline (RR Mean)"
"789",1,1,"Baseline (RR Mean)"
"790",1,1,"Baseline (RR Mean)"
"791",1,1,"Baseline (RR Mean)"
"792",1,1,"Baseline (RR Mean)"
"793",1,1,"Baseline (RR Mean)"
"794",1,1,"Baseline (RR Mean)"
"795",1,1,"Baseline (RR Mean)"
"796",1,1,"Baseline (RR Mean)"
"797",1,1,"Baseline (RR Mean)"
"798",1,1,"Baseline (RR Mean)"
"799",1,1,"Baseline (RR Mean)"
"800",1,1,"Baseline (RR Mean)"
"7100",0,0,"SINATRA"
"1610",0.000703952467062775,0.0130612244897959,"SINATRA"
"2510",0.0153758718677344,0.304163265306122,"SINATRA"
"3410",0.0339343838801343,0.507591836734694,"SINATRA"
"4310",0.059035133040558,0.643020408163265,"SINATRA"
"5210",0.0787238439679669,0.728,"SINATRA"
"6110",0.101671402738311,0.773551020408163,"SINATRA"
"7010",0.124325755618703,0.804081632653061,"SINATRA"
"7910",0.145189873417722,0.822204081632653,"SINATRA"
"881",0.165362955308706,0.82669387755102,"SINATRA"
"971",0.183712219064841,0.844408163265306,"SINATRA"
"1061",0.204339963833635,0.86,"SINATRA"
"1151",0.223258847842935,0.865714285714286,"SINATRA"
"1241",0.245740118832343,0.872816326530612,"SINATRA"
"1331",0.267384396796693,0.883510204081633,"SINATRA"
"1421",0.292150607078274,0.888326530612245,"SINATRA"
"1511",0.312370188581762,0.898285714285714,"SINATRA"
"1601",0.331267114440713,0.907265306122449,"SINATRA"
"1691",0.345215706535779,0.913224489795918,"SINATRA"
"1781",0.361210281580987,0.923510204081633,"SINATRA"
"1871",0.37977008524929,0.930285714285714,"SINATRA"
"1961",0.395245414621545,0.935591836734694,"SINATRA"
"2051",0.41200464996125,0.940163265306122,"SINATRA"
"2141",0.427832601394988,0.942367346938775,"SINATRA"
"2231",0.443541720485663,0.946448979591837,"SINATRA"
"2321",0.460241539653836,0.949142857142857,"SINATRA"
"2411",0.476029449754585,0.951020408163265,"SINATRA"
"2501",0.492065357788685,0.952326530612245,"SINATRA"
"2591",0.507154482045983,0.955102040816327,"SINATRA"
"2681",0.520678119349005,0.957387755102041,"SINATRA"
"2771",0.536881942650478,0.958122448979592,"SINATRA"
"2861",0.552455437871351,0.959102040816327,"SINATRA"
"2951",0.568965383621803,0.959836734693878,"SINATRA"
"3041",0.585643244639628,0.965469387755102,"SINATRA"
"3131",0.603262722810643,0.970857142857143,"SINATRA"
"3221",0.617684060966159,0.971265306122449,"SINATRA"
"3311",0.635116249031258,0.974530612244898,"SINATRA"
"3401",0.649456212864893,0.976163265306122,"SINATRA"
"3491",0.664584086799277,0.978857142857143,"SINATRA"
"3581",0.677200981658486,0.980408163265306,"SINATRA"
"3671",0.690889950917076,0.980897959183674,"SINATRA"
"3761",0.705313872384397,0.981714285714286,"SINATRA"
"3851",0.719892792560062,0.982938775510204,"SINATRA"
"3941",0.736925858951175,0.983918367346939,"SINATRA"
"4031",0.75124773960217,0.985142857142857,"SINATRA"
"4121",0.764740377163524,0.985387755102041,"SINATRA"
"4211",0.775758202014983,0.985551020408163,"SINATRA"
"4301",0.789215964866959,0.987020408163265,"SINATRA"
"4391",0.803504262464479,0.987755102040816,"SINATRA"
"4481",0.81302247481271,0.988979591836735,"SINATRA"
"4571",0.82450917075691,0.990448979591837,"SINATRA"
"4661",0.834272797726686,0.990612244897959,"SINATRA"
"4751",0.843388013433221,0.991265306122449,"SINATRA"
"4841",0.854917334022216,0.992081632653061,"SINATRA"
"4931",0.864692585895118,0.992489795918367,"SINATRA"
"5021",0.874613794885043,0.993061224489796,"SINATRA"
"5111",0.882366313614053,0.993795918367347,"SINATRA"
"5201",0.891615861534487,0.994285714285714,"SINATRA"
"5291",0.901490570911909,0.996081632653061,"SINATRA"
"5381",0.908656677861018,0.996408163265306,"SINATRA"
"5471",0.915652286230948,0.996489795918367,"SINATRA"
"5561",0.922323688969259,0.997224489795918,"SINATRA"
"5651",0.928142598811677,0.99730612244898,"SINATRA"
"5741",0.935277706019117,0.998122448979592,"SINATRA"
"5831",0.940866701110824,0.998122448979592,"SINATRA"
"5921",0.947396021699819,0.998448979591837,"SINATRA"
"6011",0.952377938517179,0.998530612244898,"SINATRA"
"6101",0.955784035133041,0.998775510204082,"SINATRA"
"6191",0.959854042882976,0.998857142857143,"SINATRA"
"6281",0.964919917334022,0.999102040816327,"SINATRA"
"6371",0.968583053474554,0.999102040816327,"SINATRA"
"6461",0.972154482045983,0.999510204081633,"SINATRA"
"6551",0.97559932833893,0.999510204081633,"SINATRA"
"6641",0.978168431929734,0.999755102040816,"SINATRA"
"6731",0.980321622319814,0.999755102040816,"SINATRA"
"6821",0.982423146473779,0.999918367346939,"SINATRA"
"6911",0.984626711444071,0.999918367346939,"SINATRA"
"7001",0.986726943942134,0.999918367346939,"SINATRA"
"7091",0.9885585120124,0.999918367346939,"SINATRA"
"7181",0.990176956858693,0.999918367346939,"SINATRA"
"7271",0.991367863601137,0.999918367346939,"SINATRA"
"7361",0.992780935158874,1,"SINATRA"
"7451",0.993995091707569,1,"SINATRA"
"7541",0.994653836218031,1,"SINATRA"
"7631",0.995382330147249,1,"SINATRA"
"7721",0.996087574270214,1,"SINATRA"
"7811",0.996552570395247,1,"SINATRA"
"7901",0.997045982950142,1,"SINATRA"
"7991",0.997432188065099,1,"SINATRA"
"808",0.997787393438388,1,"SINATRA"
"817",0.998106432446396,1,"SINATRA"
"826",0.998478429346422,1,"SINATRA"
"835",0.998731593903384,1,"SINATRA"
"844",0.99890984241798,1,"SINATRA"
"853",0.999010591578403,1,"SINATRA"
"862",0.999191423404805,1,"SINATRA"
"871",0.999289589253423,1,"SINATRA"
"880",0.999391630069749,1,"SINATRA"
"889",0.999485920950659,1,"SINATRA"
"898",0.999569878584345,1,"SINATRA"
"907",0.99965771118574,1,"SINATRA"
"916",0.999699044174632,1,"SINATRA"
"925",0.999735210539912,1,"SINATRA"
"934",0.999764918625678,1,"SINATRA"
"943",0.999785585120124,1,"SINATRA"
"952",0.999803668302764,1,"SINATRA"
"961",0.999804959958667,1,"SINATRA"
"970",0.999845001291656,1,"SINATRA"
"979",0.999861792818393,1,"SINATRA"
"988",0.999885042624645,1,"SINATRA"
"997",0.999888917592353,1,"SINATRA"
"1006",0.999894084215965,1,"SINATRA"
"1015",0.999896667527771,1,"SINATRA"
"1024",0.999912167398605,1,"SINATRA"
"1033",0.999913459054508,1,"SINATRA"
"1042",0.999939292172565,1,"SINATRA"
"1051",0.999943167140274,1,"SINATRA"
"1060",0.999944458796177,1,"SINATRA"
"1069",0.999949625419788,1,"SINATRA"
"1078",0.999950917075691,1,"SINATRA"
"1087",0.999950917075691,1,"SINATRA"
"1096",0.999950917075691,1,"SINATRA"
"1105",0.999950917075691,1,"SINATRA"
"1114",0.999980625161457,1,"SINATRA"
"1123",0.999985791785068,1,"SINATRA"
"1132",0.999987083440971,1,"SINATRA"
"1141",0.999988375096874,1,"SINATRA"
"1150",0.999998708344097,1,"SINATRA"
"1159",0.999998708344097,1,"SINATRA"
"1168",0.999998708344097,1,"SINATRA"
"1177",0.999998708344097,1,"SINATRA"
"1186",0.999998708344097,1,"SINATRA"
"1195",1,1,"SINATRA"
"1204",1,1,"SINATRA"
"1213",1,1,"SINATRA"
"1222",1,1,"SINATRA"
"1231",1,1,"SINATRA"
"1240",1,1,"SINATRA"
"1249",1,1,"SINATRA"
"1258",1,1,"SINATRA"
"1267",1,1,"SINATRA"
"1276",1,1,"SINATRA"
"1285",1,1,"SINATRA"
"1294",1,1,"SINATRA"
"1303",1,1,"SINATRA"
"1312",1,1,"SINATRA"
"1321",1,1,"SINATRA"
"1330",1,1,"SINATRA"
"1339",1,1,"SINATRA"
"1348",1,1,"SINATRA"
"1356",1,1,"SINATRA"
"1364",1,1,"SINATRA"
"1372",1,1,"SINATRA"
"1380",1,1,"SINATRA"
"1388",1,1,"SINATRA"
"1396",1,1,"SINATRA"
"1404",1,1,"SINATRA"
"1412",1,1,"SINATRA"
"1420",1,1,"SINATRA"
"1428",1,1,"SINATRA"
"1436",1,1,"SINATRA"
"1444",1,1,"SINATRA"
"1452",1,1,"SINATRA"
"1460",1,1,"SINATRA"
"1468",1,1,"SINATRA"
"1476",1,1,"SINATRA"
"1484",1,1,"SINATRA"
"1492",1,1,"SINATRA"
"1500",1,1,"SINATRA"
"1508",1,1,"SINATRA"
"1516",1,1,"SINATRA"
"1524",1,1,"SINATRA"
"1532",1,1,"SINATRA"
"1540",1,1,"SINATRA"
"1548",1,1,"SINATRA"
"1556",1,1,"SINATRA"
"1564",1,1,"SINATRA"
"1572",1,1,"SINATRA"
"1580",1,1,"SINATRA"
"1588",1,1,"SINATRA"
"1596",1,1,"SINATRA"
"1604",1,1,"SINATRA"
"1612",1,1,"SINATRA"
"1620",1,1,"SINATRA"
"1628",1,1,"SINATRA"
"1636",1,1,"SINATRA"
"1644",1,1,"SINATRA"
"1652",1,1,"SINATRA"
"1660",1,1,"SINATRA"
"1668",1,1,"SINATRA"
"1676",1,1,"SINATRA"
"1684",1,1,"SINATRA"
"1692",1,1,"SINATRA"
"1700",1,1,"SINATRA"
"1708",1,1,"SINATRA"
"1716",1,1,"SINATRA"
"1724",1,1,"SINATRA"
"1732",1,1,"SINATRA"
"1740",1,1,"SINATRA"
"1748",1,1,"SINATRA"
"1756",1,1,"SINATRA"
"1764",1,1,"SINATRA"
"1772",1,1,"SINATRA"
"1780",1,1,"SINATRA"
"1788",1,1,"SINATRA"
"1796",1,1,"SINATRA"
"1804",1,1,"SINATRA"
"1812",1,1,"SINATRA"
"1820",1,1,"SINATRA"
"1828",1,1,"SINATRA"
"1836",1,1,"SINATRA"
"1844",1,1,"SINATRA"
"1852",1,1,"SINATRA"
"1860",1,1,"SINATRA"
"1868",1,1,"SINATRA"
"1876",1,1,"SINATRA"
"1884",1,1,"SINATRA"
"1892",1,1,"SINATRA"
"1900",1,1,"SINATRA"
"1908",1,1,"SINATRA"
"1916",1,1,"SINATRA"
"1924",1,1,"SINATRA"
"1932",1,1,"SINATRA"
"1940",1,1,"SINATRA"
"1948",1,1,"SINATRA"
"1956",1,1,"SINATRA"
"1964",1,1,"SINATRA"
"1972",1,1,"SINATRA"
"1980",1,1,"SINATRA"
"1988",1,1,"SINATRA"
"1996",1,1,"SINATRA"
"2004",1,1,"SINATRA"
"2012",1,1,"SINATRA"
"2020",1,1,"SINATRA"
"2028",1,1,"SINATRA"
"2036",1,1,"SINATRA"
"2044",1,1,"SINATRA"
"2052",1,1,"SINATRA"
"2060",1,1,"SINATRA"
"2068",1,1,"SINATRA"
"2076",1,1,"SINATRA"
"2084",1,1,"SINATRA"
"2092",1,1,"SINATRA"
"2100",1,1,"SINATRA"
"2108",1,1,"SINATRA"
"2116",1,1,"SINATRA"
"2124",1,1,"SINATRA"
"2132",1,1,"SINATRA"
"2140",1,1,"SINATRA"
"2148",1,1,"SINATRA"
"1100",0.0133923722471394,0.0834563157894736,"Limit Shapes"
"2101",0.0133923722471394,0.0834563157894736,"Limit Shapes"
"3100",0.0133923722471394,0.0834563157894736,"Limit Shapes"
"4100",0.0133923722471394,0.0834563157894736,"Limit Shapes"
"5100",0.0133923722471394,0.0834563157894736,"Limit Shapes"
"6100",0.0133923722471394,0.0834563157894736,"Limit Shapes"
"7101",0.0133923722471394,0.0834563157894736,"Limit Shapes"
"810",0.0133923722471394,0.0834563157894736,"Limit Shapes"
"910",0.0133923722471394,0.0834563157894736,"Limit Shapes"
"1010",0.0133984815718982,0.0837063157894736,"Limit Shapes"
"1110",0.0140788550370833,0.11223,"Limit Shapes"
"1210",0.0147309264888802,0.142107368421053,"Limit Shapes"
"1310",0.0153341228264853,0.173254210526316,"Limit Shapes"
"1410",0.0159273559635206,0.204885789473684,"Limit Shapes"
"1510",0.0165456643251975,0.235582105263158,"Limit Shapes"
"1611",0.0171459683204905,0.26699052631579,"Limit Shapes"
"1710",0.0177758548254737,0.297369473684211,"Limit Shapes"
"1810",0.01841378198015,0.327550526315789,"Limit Shapes"
"1910",0.0190539594225638,0.357631052631579,"Limit Shapes"
"2010",0.0197246834887718,0.386821578947369,"Limit Shapes"
"2110",0.020421453087178,0.415142631578947,"Limit Shapes"
"2210",0.0211420158655608,0.442682631578947,"Limit Shapes"
"2310",0.0219066269941627,0.468969473684211,"Limit Shapes"
"2410",0.0227130408303355,0.493838421052632,"Limit Shapes"
"2511",0.0235188089990865,0.518744736842106,"Limit Shapes"
"2610",0.0243769892595211,0.542071578947368,"Limit Shapes"
"2710",0.0252679674637296,0.564428947368421,"Limit Shapes"
"2810",0.026178559299727,0.586065789473684,"Limit Shapes"
"2910",0.0271492792369667,0.605922105263158,"Limit Shapes"
"3010",0.028134791719354,0.62523,"Limit Shapes"
"3110",0.0291576027209901,0.643437368421053,"Limit Shapes"
"3210",0.0302112818898288,0.660634736842105,"Limit Shapes"
"3310",0.0312942220249493,0.676982631578947,"Limit Shapes"
"3411",0.0324131745056851,0.6922,"Limit Shapes"
"3510",0.0335626710296099,0.706444736842105,"Limit Shapes"
"3610",0.0347414305843006,0.719832105263158,"Limit Shapes"
"3710",0.0359250138062378,0.73299,"Limit Shapes"
"3810",0.0371610070553746,0.744556315789474,"Limit Shapes"
"3910",0.0384095410135585,0.755733157894736,"Limit Shapes"
"4010",0.0397053428850134,0.765441052631579,"Limit Shapes"
"4110",0.0410101500363865,0.774891052631579,"Limit Shapes"
"4210",0.042319132090858,0.784165789473684,"Limit Shapes"
"4311",0.0436593074687876,0.792484210526316,"Limit Shapes"
"4410",0.0450200605926102,0.800211578947368,"Limit Shapes"
"4510",0.0463959257405047,0.807388421052631,"Limit Shapes"
"4610",0.0477981564156426,0.813784210526316,"Limit Shapes"
"4710",0.0492129303804328,0.819823157894737,"Limit Shapes"
"4810",0.050642816885416,0.825372105263158,"Limit Shapes"
"4910",0.0520730280305337,0.830874210526315,"Limit Shapes"
"5010",0.0535170650260899,0.835975789473684,"Limit Shapes"
"5110",0.0549823233704769,0.840427368421053,"Limit Shapes"
"5211",0.0564472586230923,0.844876315789473,"Limit Shapes"
"5310",0.0579134815977043,0.849287368421052,"Limit Shapes"
"5410",0.0593896698373702,0.853355789473684,"Limit Shapes"
"5510",0.0608716463745077,0.857284736842105,"Limit Shapes"
"5610",0.0623684149406719,0.860734736842105,"Limit Shapes"
"5710",0.0638574680133985,0.864456315789474,"Limit Shapes"
"5810",0.065351019597116,0.868054736842105,"Limit Shapes"
"5910",0.0668625781278225,0.870983684210526,"Limit Shapes"
"6010",0.0683744576858164,0.874022631578948,"Limit Shapes"
"6111",0.0698901942163476,0.876868947368421,"Limit Shapes"
"6210",0.0714136467564373,0.879484736842105,"Limit Shapes"
"6310",0.072931634090827,0.882291578947368,"Limit Shapes"
"6410",0.0744541199362074,0.884955263157895,"Limit Shapes"
"6510",0.0759904331803895,0.887209999999999,"Limit Shapes"
"6610",0.07751195697615,0.889846315789473,"Limit Shapes"
"6710",0.0790463383792766,0.892138421052631,"Limit Shapes"
"6810",0.0805894014544291,0.89418052631579,"Limit Shapes"
"6910",0.0821308568125397,0.896192631578947,"Limit Shapes"
"7011",0.083670382394079,0.898344210526316,"Limit Shapes"
"7110",0.0852118382683107,0.900386842105263,"Limit Shapes"
"7210",0.0867577942018962,0.902327894736842,"Limit Shapes"
"7310",0.0883034280759524,0.904218421052632,"Limit Shapes"
"7410",0.0898622447136302,0.905818421052631,"Limit Shapes"
"7510",0.0914181674606329,0.907378421052631,"Limit Shapes"
"7610",0.0929760194680857,0.908938421052632,"Limit Shapes"
"7710",0.0945329073614344,0.910518947368421,"Limit Shapes"
"7810",0.0960869003318659,0.912178947368421,"Limit Shapes"
"7911",0.0976418594808856,0.91379947368421,"Limit Shapes"
"801",0.0992032484658302,0.91528947368421,"Limit Shapes"
"811",0.100768174428267,0.91657947368421,"Limit Shapes"
"821",0.102327312093232,0.91811947368421,"Limit Shapes"
"831",0.103888701594298,0.91954947368421,"Limit Shapes"
"841",0.10545266292651,0.92091947368421,"Limit Shapes"
"851",0.107019839692805,0.92215947368421,"Limit Shapes"
"861",0.108582514851383,0.92352947368421,"Limit Shapes"
"872",0.110151942421537,0.924749473684211,"Limit Shapes"
"882",0.111722978224853,0.92588,"Limit Shapes"
"891",0.113290154991148,0.92716,"Limit Shapes"
"901",0.114858939474486,0.92838,"Limit Shapes"
"911",0.116427080871006,0.92958,"Limit Shapes"
"921",0.117996186897751,0.93079,"Limit Shapes"
"931",0.119565614467905,0.93199,"Limit Shapes"
"941",0.121144366796901,0.9329,"Limit Shapes"
"951",0.122719582148405,0.9339,"Limit Shapes"
"962",0.124288045088334,0.93513,"Limit Shapes"
"972",0.125857794201896,0.93629,"Limit Shapes"
"981",0.127431722863646,0.93732,"Limit Shapes"
"991",0.129008867991721,0.93826,"Limit Shapes"
"1001",0.130583440256409,0.9393,"Limit Shapes"
"1011",0.132161871041997,0.94021,"Limit Shapes"
"1021",0.133737407936909,0.94126,"Limit Shapes"
"1031",0.135314874092272,0.94216,"Limit Shapes"
"1041",0.13689523413831,0.94305,"Limit Shapes"
"1052",0.138469806402998,0.94405,"Limit Shapes"
"1062",0.14004148477701,0.94516,"Limit Shapes"
"1071",0.141617021671922,0.9462,"Limit Shapes"
"1081",0.143196738631144,0.94705,"Limit Shapes"
"1091",0.144777098677182,0.94788,"Limit Shapes"
"1101",0.146355207919361,0.94878,"Limit Shapes"
"1111",0.147929137097232,0.94986,"Limit Shapes"
"1121",0.149507246339412,0.9508,"Limit Shapes"
"1131",0.151088249472266,0.9516,"Limit Shapes"
"1142",0.152667001801262,0.95249,"Limit Shapes"
"1152",0.154241895609359,0.95352,"Limit Shapes"
"1161",0.15582161256858,0.95443,"Limit Shapes"
"1171",0.157399078723942,0.95532,"Limit Shapes"
"1181",0.158980724943614,0.95615,"Limit Shapes"
"1191",0.160562371163285,0.95697,"Limit Shapes"
"1201",0.162136300341156,0.95802,"Limit Shapes"
"1211",0.16371537421356,0.9589,"Limit Shapes"
"1221",0.165298628150274,0.95966,"Limit Shapes"
"1232",0.166877702022678,0.96054,"Limit Shapes"
"1242",0.168454203547816,0.9615,"Limit Shapes"
"1251",0.170038100571346,0.96224,"Limit Shapes"
"1261",0.171614602096484,0.9632,"Limit Shapes"
"1271",0.17319914220683,0.96393,"Limit Shapes"
"1281",0.174776608362193,0.96489,"Limit Shapes"
"1291",0.176355682234598,0.96575,"Limit Shapes"
"1301",0.177946331669703,0.96631,"Limit Shapes"
"1311",0.179533444127317,0.96695,"Limit Shapes"
"1322",0.181115733433805,0.96773,"Limit Shapes"
"1332",0.182704132065052,0.96836,"Limit Shapes"
"1341",0.184284813654498,0.96917,"Limit Shapes"
"1351",0.185873855372562,0.96975,"Limit Shapes"
"1361",0.1874580739395,0.97047,"Limit Shapes"
"1371",0.187970925869535,0.97064,"Limit Shapes"
"1381",0.190634228115178,0.9717,"Limit Shapes"
"1391",0.192221983659608,0.97236,"Limit Shapes"
"1401",0.193807166856771,0.973,"Limit Shapes"
"1411",0.195396208574835,0.9736,"Limit Shapes"
"1422",0.196987501096757,0.97414,"Limit Shapes"
"1431",0.198569790403246,0.97489,"Limit Shapes"
"1441",0.200159796751534,0.97543,"Limit Shapes"
"1451",0.201752053903681,0.97594,"Limit Shapes"
"1461",0.203342381795379,0.97647,"Limit Shapes"
"1471",0.204937211294793,0.97689,"Limit Shapes"
"1481",0.206528825360124,0.97737,"Limit Shapes"
"1491",0.208121404055679,0.97787,"Limit Shapes"
"1501",0.208652906535641,0.97807,"Limit Shapes"
"1512",0.211304953729749,0.97886,"Limit Shapes"
"1521",0.212896567795079,0.97933,"Limit Shapes"
"1531",0.214487538773593,0.97986,"Limit Shapes"
"1541",0.216082368273008,0.98025,"Limit Shapes"
"1551",0.217678483946055,0.98061,"Limit Shapes"
"1561",0.219274921162511,0.98095,"Limit Shapes"
"1571",0.220871358378967,0.9813,"Limit Shapes"
"1581",0.222466830965198,0.98169,"Limit Shapes"
"1591",0.224064232811879,0.982,"Limit Shapes"
"1602",0.225658419224477,0.98241,"Limit Shapes"
"1613",0.227254856440933,0.9828,"Limit Shapes"
"1621",0.228852901374431,0.98308,"Limit Shapes"
"1631",0.229374116529808,0.98322,"Limit Shapes"
"1641",0.232044489633709,0.98381,"Limit Shapes"
"1651",0.233641569936981,0.98415,"Limit Shapes"
"1661",0.235240257957296,0.98442,"Limit Shapes"
"1671",0.236834765913302,0.98485,"Limit Shapes"
"1681",0.2384289523259,0.98527,"Limit Shapes"
"1693",0.238968494939433,0.9854,"Limit Shapes"
"1701",0.241621183671994,0.98599,"Limit Shapes"
"1711",0.243222444039576,0.98617,"Limit Shapes"
"1721",0.24481920279944,0.98651,"Limit Shapes"
"1731",0.246419176993389,0.98675,"Limit Shapes"
"1741",0.248015614209845,0.9871,"Limit Shapes"
"1751",0.249612372969709,0.98745,"Limit Shapes"
"1761",0.250113655014374,0.98753,"Limit Shapes"
"1771",0.252808784380112,0.98804,"Limit Shapes"
"1782",0.254404578509752,0.98841,"Limit Shapes"
"1791",0.256004874247109,0.98862,"Limit Shapes"
"1801",0.257604526897648,0.98888,"Limit Shapes"
"1811",0.259202571831146,0.98917,"Limit Shapes"
"1821",0.259685525385413,0.98921,"Limit Shapes"
"1831",0.262402520219041,0.98968,"Limit Shapes"
"1841",0.264002494412989,0.9899,"Limit Shapes"
"1851",0.265603111693755,0.99012,"Limit Shapes"
"1861",0.267203085887703,0.99037,"Limit Shapes"
"1872",0.268800487734384,0.99069,"Limit Shapes"
"1881",0.270400140384923,0.99093,"Limit Shapes"
"1891",0.272001722295912,0.99115,"Limit Shapes"
"1901",0.273600088772819,0.9914,"Limit Shapes"
"1911",0.275201027596991,0.99162,"Limit Shapes"
"1921",0.276804538768432,0.99175,"Limit Shapes"
"1931",0.278407085309647,0.99193,"Limit Shapes"
"1941",0.28000609487337,0.99217,"Limit Shapes"
"1951",0.280423774083498,0.99221,"Limit Shapes"
"1962",0.283209580238757,0.99255,"Limit Shapes"
"1971",0.284808911345888,0.99283,"Limit Shapes"
"1981",0.286410493256879,0.99299,"Limit Shapes"
"1991",0.288013039798094,0.99316,"Limit Shapes"
"2001",0.289616229426125,0.99332,"Limit Shapes"
"2011",0.290007864136297,0.99337,"Limit Shapes"
"2021",0.292821000965146,0.99366,"Limit Shapes"
