"","X1","X2","X3"
"1",0,0,1
"2",7.32036304947509e-05,8.10544469081054e-05,1
"3",7.32036304947509e-05,8.10544469081054e-05,1
"4",7.32036304947509e-05,8.10544469081054e-05,1
"5",7.32036304947509e-05,8.10544469081054e-05,1
"6",7.32036304947509e-05,8.10544469081054e-05,1
"7",7.32036304947509e-05,8.10544469081054e-05,1
"8",7.75130465688729e-05,8.10544469081054e-05,1
"9",9.90527551942832e-05,8.10544469081054e-05,1
"10",0.000103366819042428,8.10544469081054e-05,1
"11",0.000107663274466703,8.10544469081054e-05,1
"12",0.000116280253507368,0.000121458487312146,1
"13",0.000116280253507368,0.000121458487312146,1
"14",0.000129206648622155,0.000121458487312146,1
"15",0.000129206648622155,0.000121458487312146,1
"16",0.000146434153711558,0.000121458487312146,1
"17",0.000155057631229027,0.000121458487312146,1
"18",0.000159359631659227,0.000121458487312146,1
"19",0.000163673695507372,0.000121458487312146,1
"20",0.000163673695507372,0.000121458487312146,1
"21",0.000176575099651817,0.000121458487312146,1
"22",0.000185181879979837,0.000121458487312146,1
"23",0.000198089761876164,0.000161862527716186,1
"24",0.00021102173431952,0.000161862527716186,1
"25",0.000215333937855527,0.000161862527716186,1
"26",0.000223950916896191,0.000161862527716186,1
"27",0.000232574396818458,0.000161862527716186,1
"28",0.000232574396818458,0.000161862527716186,1
"29",0.000232574396818458,0.000161862527716186,1
"30",0.000236869929464506,0.000161862527716186,1
"31",0.000249792652272933,0.000203014791090672,1
"32",0.000254098357332137,0.000203014791090672,1
"33",0.000262721834849605,0.000203014791090672,1
"34",0.00028426893401112,0.000203014791090672,1
"35",0.00028426893401112,0.000203014791090672,1
"36",0.000288582997859265,0.000203014791090672,1
"37",0.000288582997859265,0.000245120054248567,1
"38",0.000297206475376733,0.000245120054248567,1
"39",0.000310131949343285,0.000245120054248567,1
"40",0.000318736898063455,0.000245120054248567,1
"41",0.000327345557023737,0.000245120054248567,1
"42",0.000335952337351758,0.000245120054248567,1
"43",0.000335952337351758,0.000245120054248567,1
"44",0.000348873207827412,0.000245120054248567,1
"45",0.000357488346944374,0.000245120054248567,1
"46",0.000374729735461852,0.000245120054248567,1
"47",0.000374729735461852,0.000245120054248567,1
"48",0.000374729735461852,0.000245120054248567,1
"49",0.00038335321297932,0.000245120054248567,1
"50",0.000387664486960782,0.000245120054248567,1
"51",0.000396262942815257,0.000286272317623052,1
"52",0.000404864180520508,0.000286272317623052,1
"53",0.000417799863978782,0.000286272317623052,1
"54",0.000422113927826927,0.000327424580997538,1
"55",0.000426425201808388,0.000327424580997538,1
"56",0.00043505146919254,0.000327424580997538,1
"57",0.00043505146919254,0.000327424580997538,1
"58",0.00043505146919254,0.000327424580997538,1
"59",0.00044365641791271,0.000327424580997538,1
"60",0.000447968621448717,0.000369529844155432,1
"61",0.000465198909628486,0.000369529844155432,1
"62",0.000473815888669151,0.000369529844155432,1
"63",0.000482422668997171,0.000369529844155432,1
"64",0.000486734872533178,0.000369529844155432,1
"65",0.00049104614651464,0.000369529844155432,1
"66",0.000508276433064416,0.000369529844155432,1
"67",0.00052118985359102,0.000369529844155432,1
"68",0.000525502057127026,0.000369529844155432,1
"69",0.000534121826034375,0.000369529844155432,1
"70",0.00053843588988252,0.000369529844155432,1
"71",0.000542732345306795,0.000369529844155432,1
"72",0.000555659669976127,0.000369529844155432,1
"73",0.000559955202622175,0.000369529844155432,1
"74",0.000559955202622175,0.000369529844155432,1
"75",0.000568578680139644,0.000369529844155432,1
"76",0.000585815428087657,0.000369529844155432,1
"77",0.000590129491935802,0.000369529844155432,1
"78",0.000598752971858069,0.000369529844155432,1
"79",0.000598752971858069,0.000411635107313327,1
"80",0.000611671982021585,0.000411635107313327,1
"81",0.00061596843744586,0.000411635107313327,1
"82",0.000620274142505064,0.000411635107313327,1
"83",0.000637495126799291,0.000411635107313327,1
"84",0.000641809190647436,0.000411635107313327,1
"85",0.000646118606721558,0.000411635107313327,1
"86",0.000646118606721558,0.000411635107313327,1
"87",0.000663350751178674,0.000411635107313327,1
"88",0.000680583798890847,0.000411635107313327,1
"89",0.000680583798890847,0.000411635107313327,1
"90",0.000684896002426854,0.000411635107313327,1
"91",0.000702121642832599,0.000411635107313327,1
"92",0.000706427347891803,0.000411635107313327,1
"93",0.000706427347891803,0.000411635107313327,1
"94",0.000710722880537851,0.000411635107313327,1
"95",0.000715036944385996,0.000411635107313327,1
"96",0.000723660421903464,0.000411635107313327,1
"97",0.000727972625439471,0.000411635107313327,1
"98",0.000745194553200306,0.000411635107313327,1
"99",0.000753819891029912,0.000452039147717367,1
"100",0.000766737941346902,0.000452039147717367,1
"101",0.000771034396771177,0.000452039147717367,1
"102",0.000779635634476429,0.000452039147717367,1
"103",0.000788248913281253,0.000452039147717367,1
"104",0.00079687239320352,0.000452039147717367,1
"105",0.000801184596739527,0.000452039147717367,1
"106",0.000809804365646875,0.000452039147717367,1
"107",0.000809804365646875,0.000452039147717367,1
"108",0.000814115639628337,0.000452039147717367,1
"109",0.000818411172274385,0.000452039147717367,1
"110",0.000827021663617324,0.000492443188121408,1
"111",0.000839941596559067,0.000492443188121408,1
"112",0.000852879137924681,0.000492443188121408,1
"113",0.000865796253102291,0.000492443188121408,1
"114",0.000870110316950436,0.000492443188121408,1
"115",0.000870110316950436,0.000492443188121408,1
"116",0.000878707850026684,0.000492443188121408,1
"117",0.000883017266100806,0.000492443188121408,1
"118",0.000887312798746854,0.000492443188121408,1
"119",0.000900248479800329,0.000492443188121408,1
"120",0.000904562543648474,0.000492443188121408,1
"121",0.000921792831828243,0.000492443188121408,1
"122",0.000921792831828243,0.000492443188121408,1
"123",0.000939014759589078,0.000492443188121408,1
"124",0.000943315834857895,0.000492443188121408,1
"125",0.000943315834857895,0.000533595451495894,1
"126",0.000943315834857895,0.000533595451495894,1
"127",0.000951940241929909,0.000533595451495894,1
"128",0.000964871284818719,0.000533595451495894,1
"129",0.000969185348666864,0.000533595451495894,1
"130",0.000982101571368495,0.000533595451495894,1
"131",0.00098639802679277,0.000573999491899934,1
"132",0.00098639802679277,0.000615579533479976,1
"133",0.00099931607710976,0.000615579533479976,1
"134",0.00100362828064577,0.000615579533479976,1
"135",0.00100794048418177,0.000615579533479976,1
"136",0.00102518094314471,0.000615579533479976,1
"137",0.00103378218084996,0.00065768479663787,1
"138",0.0010380962446981,0.00065768479663787,1
"139",0.0010380962446981,0.00065768479663787,1
"140",0.00104240751867956,0.00065768479663787,1
"141",0.00104670397410384,0.00065768479663787,1
"142",0.00105963965756211,0.00065768479663787,1
"143",0.00107256327121653,0.000698088837041911,1
"144",0.00108547115311285,0.000698088837041911,1
"145",0.00108547115311285,0.000698088837041911,1
"146",0.001089785216961,0.000698088837041911,1
"147",0.001089785216961,0.000698088837041911,1
"148",0.00109409649094246,0.000698088837041911,1
"149",0.00110702011098279,0.000698088837041911,1
"150",0.0011156315211012,0.000698088837041911,1
"151",0.00113286551789108,0.000698088837041911,1
"152",0.00113716105053713,0.000698088837041911,1
"153",0.00114146675559634,0.000738492877445951,1
"154",0.00114576783086515,0.000738492877445951,1
"155",0.00115439131078742,0.000738492877445951,1
"156",0.00115870351432343,0.000780598140603846,1
"157",0.00115870351432343,0.000780598140603846,1
"158",0.00117163548676678,0.000780598140603846,1
"159",0.00117594676074824,0.00082270340376174,1
"160",0.0011802580347297,0.00082270340376174,1
"161",0.00118455449015398,0.00082270340376174,1
"162",0.00119748088526877,0.00082270340376174,1
"163",0.00120610065417611,0.00082270340376174,1
"164",0.00121471393298094,0.000863107444165781,1
"165",0.00121901593341114,0.000904259707540266,1
"166",0.00123624807826893,0.000904259707540266,1
"167",0.00123624807826893,0.000904259707540266,1
"168",0.00124055749434305,0.000904259707540266,1
"169",0.00124055749434305,0.000904259707540266,1
"170",0.00124055749434305,0.000904259707540266,1
"171",0.00124916615330333,0.000904259707540266,1
"172",0.00125779149113294,0.000904259707540266,1
"173",0.00127072253402175,0.000987517234072647,1
"174",0.00128365821748002,0.000987517234072647,1
"175",0.0012922705667303,0.00102866949744713,1
"176",0.00129656609937635,0.00102866949744713,1
"177",0.00129656609937635,0.00102866949744713,1
"178",0.00130087830291235,0.00102866949744713,1
"179",0.00130087830291235,0.00102866949744713,1
"180",0.00131809005989002,0.00102866949744713,1
