"","X1","X2","X3"
"1",0,0,1
"2",6.46079617117574e-05,0.000247033855492373,1
"3",6.46079617117574e-05,0.000247033855492373,1
"4",6.46079617117574e-05,0.000247033855492373,1
"5",6.46079617117574e-05,0.000247033855492373,1
"6",6.46079617117574e-05,0.000247033855492373,1
"7",6.46079617117574e-05,0.000247033855492373,1
"8",6.46079617117574e-05,0.000247033855492373,1
"9",6.46079617117574e-05,0.000247033855492373,1
"10",6.46079617117574e-05,0.000247033855492373,1
"11",6.46079617117574e-05,0.000247033855492373,1
"12",6.46079617117574e-05,0.000247033855492373,1
"13",6.46079617117574e-05,0.000247033855492373,1
"14",6.46079617117574e-05,0.000247033855492373,1
"15",6.46079617117574e-05,0.000247033855492373,1
"16",6.46079617117574e-05,0.000247033855492373,1
"17",6.46079617117574e-05,0.000247033855492373,1
"18",6.46079617117574e-05,0.000247033855492373,1
"19",6.46079617117574e-05,0.000247033855492373,1
"20",6.46079617117574e-05,0.000247033855492373,1
"21",6.46079617117574e-05,0.000247033855492373,1
"22",6.46079617117574e-05,0.000247033855492373,1
"23",6.46079617117574e-05,0.000247033855492373,1
"24",6.46079617117574e-05,0.000247033855492373,1
"25",6.46079617117574e-05,0.000247033855492373,1
"26",6.46079617117574e-05,0.000247033855492373,1
"27",6.89201652477643e-05,0.000247033855492373,1
"28",6.89201652477643e-05,0.000247033855492373,1
"29",6.89201652477643e-05,0.000247033855492373,1
"30",6.89201652477643e-05,0.000247033855492373,1
"31",6.89201652477643e-05,0.000247033855492373,1
"32",6.89201652477643e-05,0.000247033855492373,1
"33",7.32156978938124e-05,0.000247033855492373,1
"34",7.32156978938124e-05,0.000247033855492373,1
"35",7.32156978938124e-05,0.000247033855492373,1
"36",7.32156978938124e-05,0.000247033855492373,1
"37",7.32156978938124e-05,0.000247033855492373,1
"38",7.32156978938124e-05,0.000247033855492373,1
"39",7.32156978938124e-05,0.000247033855492373,1
"40",7.32156978938124e-05,0.000247033855492373,1
"41",7.32156978938124e-05,0.000247033855492373,1
"42",7.32156978938124e-05,0.000247033855492373,1
"43",7.75214029530159e-05,0.000247033855492373,1
"44",7.75214029530159e-05,0.000247033855492373,1
"45",7.75214029530159e-05,0.000247033855492373,1
"46",7.75214029530159e-05,0.000247033855492373,1
