"X1","X2","X3"
0,0,"Baseline (EN Max)"
7.75139753223371e-05,0.000163274472089573,"Baseline (EN Max)"
7.75139753223371e-05,0.000163274472089573,"Baseline (EN Max)"
7.75139753223371e-05,0.000163274472089573,"Baseline (EN Max)"
7.75139753223371e-05,0.000163274472089573,"Baseline (EN Max)"
7.75139753223371e-05,0.000163274472089573,"Baseline (EN Max)"
7.75139753223371e-05,0.000163274472089573,"Baseline (EN Max)"
8.61235718165302e-05,0.000163274472089573,"Baseline (EN Max)"
9.47414804117405e-05,0.000163274472089573,"Baseline (EN Max)"
0.000103363100021869,0.000163274472089573,"Baseline (EN Max)"
0.000116279324353493,0.000163274472089573,"Baseline (EN Max)"
0.000116279324353493,0.000163274472089573,"Baseline (EN Max)"
0.000116279324353493,0.000203678512493613,"Baseline (EN Max)"
0.000124896303394158,0.000203678512493613,"Baseline (EN Max)"
0.000142128447851274,0.000203678512493613,"Baseline (EN Max)"
0.000146423980497322,0.000203678512493613,"Baseline (EN Max)"
0.000155041889092532,0.000203678512493613,"Baseline (EN Max)"
0.000163660724842148,0.000203678512493613,"Baseline (EN Max)"
0.00016797014091627,0.000203678512493613,"Baseline (EN Max)"
0.000176589909823618,0.000203678512493613,"Baseline (EN Max)"
0.000185200429096038,0.000203678512493613,"Baseline (EN Max)"
0.000189495961742086,0.000203678512493613,"Baseline (EN Max)"
0.000193797037010904,0.000203678512493613,"Baseline (EN Max)"
0.000206729009454259,0.000203678512493613,"Baseline (EN Max)"
0.000206729009454259,0.000203678512493613,"Baseline (EN Max)"
0.000215345988494924,0.000244830775868098,"Baseline (EN Max)"
0.000223967608105053,0.000244830775868098,"Baseline (EN Max)"
0.000236904219916121,0.000244830775868098,"Baseline (EN Max)"
0.000245513816410314,0.000244830775868098,"Baseline (EN Max)"
0.000258417977323992,0.000244830775868098,"Baseline (EN Max)"
0.00026271350997004,0.000244830775868098,"Baseline (EN Max)"
0.000267025713506047,0.000285983039242584,"Baseline (EN Max)"
0.000267025713506047,0.000285983039242584,"Baseline (EN Max)"
0.000284267099222974,0.000285983039242584,"Baseline (EN Max)"
0.000288579302758981,0.000326387079646625,"Baseline (EN Max)"
0.000297184251479151,0.000326387079646625,"Baseline (EN Max)"
0.000297184251479151,0.000326387079646625,"Baseline (EN Max)"
0.000305809589308757,0.000326387079646625,"Baseline (EN Max)"
0.000318733202963171,0.000326387079646625,"Baseline (EN Max)"
0.000327335363446649,0.000326387079646625,"Baseline (EN Max)"
0.000340271975257717,0.000326387079646625,"Baseline (EN Max)"
0.000344567507903765,0.000326387079646625,"Baseline (EN Max)"
0.000344567507903765,0.000326387079646625,"Baseline (EN Max)"
0.000348879711439772,0.000326387079646625,"Baseline (EN Max)"
0.000357490202782711,0.000326387079646625,"Baseline (EN Max)"
0.000361804266630856,0.000368492342804519,"Baseline (EN Max)"
0.000374736239074212,0.000368492342804519,"Baseline (EN Max)"
